Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
"CHANDRAPUR
(MAHARASH (CD)","CHANDRAPUR
(MAHARASH",CD,A,NSG4,NGP,CR,CHANDRAPUR,MAHARASHTRA
SEVAGRAM (SEGM),SEVAGRAM,SEGM,B,NSG4,NGP,CR,WARDHA,MAHARASHTRA
AJNI (AJNI),AJNI,AJNI,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
AMLA JN. (AMLA),AMLA JN.,AMLA,D,NSG5,NGP,CR,BETUL,MADHYA PRADESH
BHANDAK (BUX),BHANDAK,BUX,D,NSG5,NGP,CR,CHANDRAPUR,MAHARASHTRA
BHUGAON (BPK),BHUGAON,BPK,E,NSG5,NGP,CR,WARDHA,MAHARASHTRA
CHANDUR (CND),CHANDUR,CND,D,NSG5,NGP,CR,AMRAVATI,MAHARASHTRA
DHAMANGAON (DMN),DHAMANGAON,DMN,B,NSG5,NGP,CR,AMRAVATI,MAHARASHTRA
GHORADONGRI (GDYA),GHORADONGRI,GDYA,D,NSG5,NGP,CR,BETUL,MADHYA PRADESH
HINGANGHAT (HGT),HINGANGHAT,HGT,D,NSG5,NGP,CR,WARDHA,MAHARASHTRA
JUNNOR DEO (JNO),JUNNOR DEO,JNO,D,NSG5,NGP,CR,CHHINDWARA,MADHYA PRADESH
KATOL (KATL),KATOL,KATL,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
MULTAI (MTY),MULTAI,MTY,D,NSG5,NGP,CR,BETUL,MADHYA PRADESH
NARKHER (NRKR),NARKHER,NRKR,D,NSG5,NGP,CR,NAGPUR,MAHARASHTRA
PANDHURNA (PAR),PANDHURNA,PAR,D,NSG5,NGP,CR,CHHINDWARA,MADHYA PRADESH
PARASIA (PUX),PARASIA,PUX,D,NSG5,NGP,CR,CHHINDWARA,MADHYA PRADESH
PULGAON JN. (PLO),PULGAON JN.,PLO,D,NSG5,NGP,CR,WARDHA,MAHARASHTRA
WARDHA JN. (WR),WARDHA JN.,WR,A,NSG5,NGP,CR,WARDHA,MAHARASHTRA
WARORA (WRR),WARORA,WRR,D,NSG5,NGP,CR,CHANDRAPUR,MAHARASHTRA
BABUPETH (BUPH),BABUPETH,BUPH,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
BARBATPUR (BBTR),BARBATPUR,BBTR,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH
BARSALI (BYS),BARSALI,BYS,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
BHARATWADA (BWRA),BHARATWADA,BWRA,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
BORDHAI (BXY),BORDHAI,BXY,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
BORKHEDI (BOK),BORKHEDI,BOK,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
BUTI BORI (BTBR),BUTI BORI,BTBR,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
CHICHONDA (CCD),CHICHONDA,CCD,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
CHIKNI ROAD (CKNI),CHIKNI ROAD,CKNI,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
DAHEGAON (DAE),DAHEGAON,DAE,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
DHARAKHOH (DHQ),DHARAKHOH,DHQ,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
DHODRA MOHAR (DOH),DHODRA MOHAR,DOH,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
GODHANI (GNQ),GODHANI,GNQ,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
GUMGAON (GMG),GUMGAON,GMG,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
HIRDAGARH (HRG),HIRDAGARH,HRG,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
IKLEHRA (IKR),IKLEHRA,IKR,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
JAMBARA (JMV),JAMBARA,JMV,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
JAULKHERA (JKR),JAULKHERA,JKR,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
KALA AKHAR (KQE),KALA AKHAR,KQE,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH
KALAMBHA (KLBA),KALAMBHA,KLBA,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
KALMESHWAR (KSWR),KALMESHWAR,KSWR,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
KAOTHA (KAOT),KAOTHA,KAOT,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
KAYAR (KAYR),KAYAR,KAYR,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
KHAPRI (KRI),KHAPRI,KRI,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
KIRATGARH (KRTH),KIRATGARH,KRTH,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH
KOHLI (KOHL),KOHLI,KOHL,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
LINGTI (LNT),LINGTI,LNT,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
MAJRI JN. (MJRI),MAJRI JN.,MJRI,D,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
MAJRIKHADAN (MJKN),MAJRIKHADAN,MJKN,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
MALKHED (MLR),MALKHED,MLR,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
MARAMJHIRI (MJY),MARAMJHIRI,MJY,E,NSG6,NGP,CR,BETUL,MADHYA PRADESH
METPANJRA (MER),METPANJRA,MER,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
MORSHI (MRSH),MORSHI,MRSH,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
NAGRI (NGI),NAGRI,NGI,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
NAWEGAON (NVG),NAWEGAON,NVG,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
PALACHAURI (PCLI),PALACHAURI,PCLI,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
PIMPALKHUTI (PMKT),PIMPALKHUTI,PMKT,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
PUSLA (PUSA),PUSLA,PUSA,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
SAHELI (SAHL),SAHELI,SAHL,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH
SELOO ROAD (SLOR),SELOO ROAD,SLOR,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
SINDI (SNI),SINDI,SNI,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
SONEGAON (SNN),SONEGAON,SNN,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
SONKHAMB (SNKB),SONKHAMB,SNKB,E,NSG6,NGP,CR,NAGPUR,MAHARASHTRA
TADALI (TAE),TADALI,TAE,E,NSG6,NGP,CR,CHANDRAPUR,MAHARASHTRA
TAKU (TAKU),TAKU,TAKU,E,NSG6,NGP,CR,HOSHANGABAD,MADHYA PRADESH
TALNI (TLN),TALNI,TLN,E,NSG6,NGP,CR,BULDHANA,MAHARASHTRA
TEEGAON (TEO),TEEGAON,TEO,E,NSG6,NGP,CR,CHHINDWARA,MADHYA PRADESH
TIMTALA (TMT),TIMTALA,TMT,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
TULJAPUR (TGP),TULJAPUR,TGP,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
WAGHOLI (WG),WAGHOLI,WG,E,NSG6,NGP,CR,WARDHA,MAHARASHTRA
WANI (WANI),WANI,WANI,E,NSG6,NGP,CR,YAVATMAL,MAHARASHTRA
WARUD ORANGE CITY (WOC),WARUD ORANGE CITY,WOC,E,NSG6,NGP,CR,AMRAVATI,MAHARASHTRA
KADETHAN (KDTN),KADETHAN,KDTN,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
KANHE (KNHE),KANHE,KNHE,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
KATPHAL (KFH),KATPHAL,KFH,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
KHUTBAV (KTT),KHUTBAV,KTT,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
MANJARI BUDRUK (MJBK),MANJARI BUDRUK,MJBK,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
SHIRSAI (SSI),SHIRSAI,SSI,F,HG2,PUNE,CR,PUNE,MAHARASHTRA
VISHRAMBAG (VRB),VISHRAMBAG,VRB,F,HG2,PUNE,CR,SANGLI,MAHARASHTRA
AMNAPUR (ANQ),AMNAPUR,ANQ,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA
MADHAVNAGAR (MDVR),MADHAVNAGAR,MDVR,F,HG3,PUNE,CR,SANGLI,MAHARASHTRA
MALADGAON (MDDG),MALADGAON,MDDG,F,HG3,PUNE,CR,PUNE,MAHARASHTRA
"NIMSHIRGAON
TAMDALGE (NMGT)","NIMSHIRGAON
TAMDALGE",NMGT,F,HG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
PHALTAN (PLLD),PHALTAN,PLLD,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA
SURWADI (SWLN),SURWADI,SWLN,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA
TARADGAON (TGLN),TARADGAON,TGLN,NA,HG3,PUNE,CR,SATARA,MAHARASHTRA
PUNE JN. (PUNE),PUNE JN.,PUNE,A1,NSG1,PUNE,CR,PUNE,MAHARASHTRA
"CHHATRAPATI SHAHU
MAHARAJ TERMINUS (KOP)","CHHATRAPATI SHAHU
MAHARAJ TERMINUS",KOP,A,NSG3,PUNE,CR,KOLHAPUR,MAHARASHTRA
MIRAJ JN. (MRJ),MIRAJ JN.,MRJ,NA,NSG3,PUNE,CR,SANGLI,MAHARASHTRA
BARAMATI (BRMT),BARAMATI,BRMT,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
HATKANANGALE (HTK),HATKANANGALE,HTK,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
JAYASINGPUR (JSP),JAYASINGPUR,JSP,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
JEJURI (JJR),JEJURI,JJR,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
KARAD (KRD),KARAD,KRD,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA
KEDGAON (KDG),KEDGAON,KDG,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
KIRLOSKARVADI (KOV),KIRLOSKARVADI,KOV,D,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
SANGLI (SLI),SANGLI,SLI,B,NSG5,PUNE,CR,SANGLI,MAHARASHTRA
SATARA (STR),SATARA,STR,B,NSG5,PUNE,CR,SATARA,MAHARASHTRA
URULI (URI),URULI,URI,D,NSG5,PUNE,CR,PUNE,MAHARASHTRA
VALIVADE (VV),VALIVADE,VV,D,NSG5,PUNE,CR,KOLHAPUR,MAHARASHTRA
ADARKI (AKI),ADARKI,AKI,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
ALANDI (ALN),ALANDI,ALN,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
AMBALE (ABLE),AMBALE,ABLE,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
BHAVANINAGAR (BVNR),BHAVANINAGAR,BVNR,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
BHILAVDI (BVQ),BHILAVDI,BVQ,D,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
DAUNDAJ (DNJ),DAUNDAJ,DNJ,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
HADAPSAR (HDP),HADAPSAR,HDP,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
JARANDESHWAR (JSV),JARANDESHWAR,JSV,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
KOREGAON (KRG),KOREGAON,KRG,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
LONAND JN. (LNN),LONAND JN.,LNN,D,NSG6,PUNE,CR,SATARA,MAHARASHTRA
LONI (LONI),LONI,LONI,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
MASUR (MSR),MASUR,MSR,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
NANDRE (NDE),NANDRE,NDE,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
NIRA (NIRA),NIRA,NIRA,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
PALSI (PLV),PALSI,PLV,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
PATAS (PAA),PATAS,PAA,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
PHURSUNGI (FSG),PHURSUNGI,FSG,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
RAHIMATPUR (RMP),RAHIMATPUR,RMP,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
RAJEVADI (RJW),RAJEVADI,RJW,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
RUKADI (RKD),RUKADI,RKD,E,NSG6,PUNE,CR,KOLHAPUR,MAHARASHTRA
SALPA (SLP),SALPA,SLP,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
SASVAD ROAD (SSV),SASVAD ROAD,SSV,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
SHENOLI (SNE),SHENOLI,SNE,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
SHINDAWANE (SHIV),SHINDAWANE,SHIV,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
SHIRAVDE (SIW),SHIRAVDE,SIW,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
TAKARI (TKR),TAKARI,TKR,E,NSG6,PUNE,CR,SANGLI,MAHARASHTRA
TARGAON (TAZ),TARGAON,TAZ,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
VALHA (WLH),VALHA,WLH,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
WATHAR (WTR),WATHAR,WTR,E,NSG6,PUNE,CR,SATARA,MAHARASHTRA
YEVAT (YT),YEVAT,YT,E,NSG6,PUNE,CR,PUNE,MAHARASHTRA
AKURDI (AKRD),AKURDI,AKRD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
BEGDEWADI (BGWI),BEGDEWADI,BGWI,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
CHINCHVAD (CCH),CHINCHVAD,CCH,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
DAPODI (DAPD),DAPODI,DAPD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
DEHU ROAD (DEHR),DEHU ROAD,DEHR,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
GHORAWADI (GRWD),GHORAWADI,GRWD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
KAMSHET (KMST),KAMSHET,KMST,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
KASARWADI (KSWD),KASARWADI,KSWD,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
KHADKI (KK),KHADKI,KK,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
MALAVLI (MVL),MALAVLI,MVL,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
PIMPRI (PMP),PIMPRI,PMP,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
SHIVAJI NAGAR (SVJR),SHIVAJI NAGAR,SVJR,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
TALEGAON (TGN),TALEGAON,TGN,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
VADGAON (VDN),VADGAON,VDN,C,SG3,PUNE,CR,PUNE,MAHARASHTRA
BHARAT FORGE COMP SD (BFSG),BHARAT FORGE COMP SD,BFSG,"Siding, not
for passengers",,PUNE,CR,PUNE,MAHARASHTRA
GUR MARKET (GRMT),GUR MARKET,GRMT,"Goods shed,
not for passengers",,PUNE,CR,KOLHAPUR,MAHARASHTRA
SHELARWADI (SLRW),SHELARWADI,SLRW,"Operational
halt, not for passengers",,PUNE,CR,PUNE,MAHARASHTRA
ASHTI (AHI),ASHTI,AHI,NA,HG3,SUR,CR,SOLAPUR,MAHARASHTRA
BELANKI (BLNK),BELANKI,BLNK,F,HG3,SUR,CR,SANGLI,MAHARASHTRA
HARANGUL (HGL),HARANGUL,HGL,F,HG3,SUR,CR,LATUR,MAHARASHTRA
JAVALE (JVA),JAVALE,JVA,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA
KADA (KDAA),KADA,KDAA,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
KALAMB ROAD (KMRD),KALAMB ROAD,KMRD,F,HG3,SUR,CR,OSMANABAD,MAHARASHTRA
LANGARPETH (LNP),LANGARPETH,LNP,F,HG3,SUR,CR,SANGLI,MAHARASHTRA
MHASOBA DONGARGAON (MSDG),MHASOBA DONGARGAON,MSDG,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA
MURUD (MRX),MURUD,MRX,F,HG3,SUR,CR,LATUR,MAHARASHTRA
NARAYANDOHO (NYDO),NARAYANDOHO,NYDO,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
NEW DHANORA (NDNR),NEW DHANORA,NDNR,F,HG3,SUR,CR,BEED,MAHARASHTRA
NEW LONI (NLNI),NEW LONI,NLNI,F,HG3,SUR,CR,BEED,MAHARASHTRA
NIMBLAK (NNB),NIMBLAK,NNB,NA,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
NIPANI VADGAON (NPW),NIPANI VADGAON,NPW,F,HG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
PATHROT (PTRT),PATHROT,PTRT,NA,HG3,SUR,CR,AMRAVATI,MAHARASHTRA
SOLAPURWADI (SPWI),SOLAPURWADI,SPWI,F,HG3,SUR,CR,BEED,MAHARASHTRA
WASUD (WSD),WASUD,WSD,F,HG3,SUR,CR,SOLAPUR,MAHARASHTRA
SOLAPUR (SUR),SOLAPUR,SUR,NA,NSG2,SUR,CR,SOLAPUR,MAHARASHTRA
AHMADNAGAR. (ANG),AHMADNAGAR.,ANG,NA,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
DAUND JN. (DD),DAUND JN.,DD,NA,NSG3,SUR,CR,PUNE,MAHARASHTRA
KALABURAGI (KLBG),KALABURAGI,KLBG,C,NSG3,SUR,CR,BAGALKOTE,KARNATAKA
KOPARGAON (KPG),KOPARGAON,KPG,NA,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
SAINAGAR SHIRDI (SNSI),SAINAGAR SHIRDI,SNSI,A,NSG3,SUR,CR,AHMEDNAGAR,MAHARASHTRA
KURDUWADI (KWV),KURDUWADI,KWV,NA,NSG4,SUR,CR,SOLAPUR,MAHARASHTRA
LATUR (LUR),LATUR,LUR,NA,NSG4,SUR,CR,LATUR,MAHARASHTRA
PANDHARPUR (PVR),PANDHARPUR,PVR,NA,NSG4,SUR,CR,SOLAPUR,MAHARASHTRA
WADI (WADI),WADI,WADI,NA,NSG4,SUR,CR,KALABURAGI,KARNATAKA
AKALKOT ROAD (AKOR),AKALKOT ROAD,AKOR,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA
BARSI TOWN (BTW),BARSI TOWN,BTW,NA,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA
BELAPUR (BAP),BELAPUR,BAP,NA,NSG5,SUR,CR,AHMEDNAGAR,MAHARASHTRA
DAUND CHORDLINE (DDCC),DAUND CHORDLINE,DDCC,A,NSG5,SUR,CR,PUNE,MAHARASHTRA
DUDHANI (DUD),DUDHANI,DUD,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA
GANAGAPUR ROAD (GUR),GANAGAPUR ROAD,GUR,D,NSG5,SUR,CR,KALABURAGI,KARNATAKA
HOTGI (HG),HOTGI,HG,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA
JEUR (JEUR),JEUR,JEUR,D,NSG5,SUR,CR,SOLAPUR,MAHARASHTRA
SHAHABAD (SDB),SHAHABAD,SDB,D,NSG5,SUR,CR,KALABURAGI,KARNATAKA
USMANABAD (UMD),USMANABAD,UMD,NA,NSG5,SUR,CR,OSMANABAD,MAHARASHTRA
AKOLNER (AKR),AKOLNER,AKR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
ANGAR (AAG),ANGAR,AAG,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
ARAG (ARAG),ARAG,ARAG,NA,NSG6,SUR,CR,SANGLI,MAHARASHTRA
AUSA ROAD (OSA),AUSA ROAD,OSA,E,NSG6,SUR,CR,LATUR,MAHARASHTRA
BABLAD (BBD),BABLAD,BBD,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
BALE (BALE),BALE,BALE,NA,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
BELVANDI (BWD),BELVANDI,BWD,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
BHIGWAN (BGVN),BHIGWAN,BGVN,NA,NSG6,SUR,CR,PUNE,MAHARASHTRA
BORIBIAL (BRB),BORIBIAL,BRB,E,NSG6,SUR,CR,PUNE,MAHARASHTRA
BOROTI (BOT),BOROTI,BOT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
CHITALI (CIT),CHITALI,CIT,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
DHALGAON (DLGN),DHALGAON,DLGN,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA
DHAVALAS (DHS),DHAVALAS,DHS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
DHOKI (DKY),DHOKI,DKY,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA
GAUDGAON. (GDGN),GAUDGAON.,GDGN,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
HIRENANDURU (HQR),HIRENANDURU,HQR,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
HUNSIHADGIL (HHD),HUNSIHADGIL,HHD,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
JATH ROAD (JTRD),JATH ROAD,JTRD,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA
JINTI ROAD (JNTR),JINTI ROAD,JNTR,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
KANHEGAON (KNGN),KANHEGAON,KNGN,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
KASHTI (KSTH),KASHTI,KSTH,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
KAVATHE-MAHANKAL (KVK),KAVATHE-MAHANKAL,KVK,NA,NSG6,SUR,CR,SANGLI,MAHARASHTRA
KEM (KEM),KEM,KEM,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
KULALI (KUI),KULALI,KUI,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
MADHA (MA),MADHA,MA,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
MALIKPETH (MKPT),MALIKPETH,MKPT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
MALTHAN (MLM),MALTHAN,MLM,E,NSG6,SUR,CR,PUNE,MAHARASHTRA
MARTUR (MR),MARTUR,MR,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
MODNIMB (MLB),MODNIMB,MLB,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
MOHOL (MO),MOHOL,MO,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
MUNDHEWADI (MVE),MUNDHEWADI,MVE,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
NAGANSUR (NGS),NAGANSUR,NGS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
PADHEGAON (PDGN),PADHEGAON,PDGN,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
PAKNI (PK),PAKNI,PK,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
PANGRI (PJR),PANGRI,PJR,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA
PAREWADI (PRWD),PAREWADI,PRWD,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
POPHLAJ (PPJ),POPHLAJ,PPJ,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
PUNTAMBA (PB),PUNTAMBA,PB,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
RAHURI (RRI),RAHURI,RRI,NA,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
RANJANGAON ROAD (RNJD),RANJANGAON ROAD,RNJD,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
SANGOLA (SGLA),SANGOLA,SGLA,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
SAROLA (SRL),SAROLA,SRL,E,NSG6,SUR,CR,PUNE,MAHARASHTRA
SAWALGI (SVG),SAWALGI,SVG,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
SHENDRI (SEI),SHENDRI,SEI,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
SHRIGONDA ROAD (SGND),SHRIGONDA ROAD,SGND,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
SULGARE (SGRE),SULGARE,SGRE,E,NSG6,SUR,CR,SANGLI,MAHARASHTRA
TAJ SULTANPUR (TJSP),TAJ SULTANPUR,TJSP,E,NSG6,SUR,CR,KALABURAGI,KARNATAKA
TIKEKARWADI (TKWD),TIKEKARWADI,TKWD,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
TILATI (TLT),TILATI,TLT,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
VAKAV (WKA),VAKAV,WKA,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
VAMBORI (VBR),VAMBORI,VBR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
VILAD (VL),VILAD,VL,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
VISAPUR (VPR),VISAPUR,VPR,E,NSG6,SUR,CR,AHMEDNAGAR,MAHARASHTRA
WADSINGE (WDS),WADSINGE,WDS,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
WASHIMBE (WSB),WASHIMBE,WSB,E,NSG6,SUR,CR,SOLAPUR,MAHARASHTRA
YEDSHI (YSI),YEDSHI,YSI,E,NSG6,SUR,CR,OSMANABAD,MAHARASHTRA
YEOLA (YL),YEOLA,YL,NA,NSG6,SUR,CR,NASHIK,MAHARASHTRA
PALSAP (PCP),PALSAP,PCP,F,,SUR,CR,OSMANABAD,MAHARASHTRA
BAGADIA PH (BGDI),BAGADIA PH,BGDI,F,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA
BANABIHARI GWALIPUR (BNHR),BANABIHARI GWALIPUR,BNHR,F,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA
CHATRAPUR COURT PH (CAPC),CHATRAPUR COURT PH,CAPC,F,HG2,KUR,ECOR,GANJAM,ODISHA
DANDIMAL PH (DNDL),DANDIMAL PH,DNDL,F,HG2,KUR,ECOR,DHENKANAL,ODISHA
DULAKHAPATNA PH (DLPT),DULAKHAPATNA PH,DLPT,F,HG2,KUR,ECOR,JAJAPUR,ODISHA
JANKIDEIPUR PH (JKDP),JANKIDEIPUR PH,JKDP,F,HG2,KUR,ECOR,PURI,ODISHA
JHANKADA SARALA ROAD (JSRD),JHANKADA SARALA ROAD,JSRD,NA,HG2,KUR,ECOR,JAGATSINGHAPUR,ODISHA
KALIJAI - PH (KLJI),KALIJAI - PH,KLJI,F,HG2,KUR,ECOR,GANJAM,ODISHA
