Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
Uthamar kovil (HALT) (UKV),Uthamar kovil (HALT),UKV,F,HG3,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Valaramanikkam (HALT) (VMM),Valaramanikkam (HALT),VMM,F,HG3,TPJ,SR,PUDUKKOTTAI,TAMIL NADU
Vallampadugai (HALT) (VMP),Vallampadugai (HALT),VMP,F,HG3,TPJ,SR,CUDDALORE,TAMIL NADU
Varakalpattu (HALT) (VKP),Varakalpattu (HALT),VKP,E,HG3,TPJ,SR,CUDDALORE,TAMIL NADU
Vellur (HALT) (VER),Vellur (HALT),VER,F,HG3,TPJ,SR,ARIYALUR,TAMIL NADU
Thanjavur jn (TJ),Thanjavur jn,TJ,A,NSG3,TPJ,SR,THANJAVUR,TAMIL NADU
Tiruchchirappalli jn (TPJ),Tiruchchirappalli jn,TPJ,A,NSG3,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Villupuram jn. (VM),Villupuram jn.,VM,A,NSG3,TPJ,SR,VILLUPURAM,TAMIL NADU
Kumbakonam (KMU),Kumbakonam,KMU,A,NSG4,TPJ,SR,THANJAVUR,TAMIL NADU
Mayiladuthurai jn. (MV),Mayiladuthurai jn.,MV,A,NSG4,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Nagappattinam (NGT),Nagappattinam,NGT,B,NSG4,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Puducherry (PDY),Puducherry,PDY,B,NSG4,TPJ,SR,PONDICHERRY,PUDUCHERRY
Ariyalur (ALU),Ariyalur,ALU,B,NSG5,TPJ,SR,ARIYALUR,TAMIL NADU
Chidambaram (CDM),Chidambaram,CDM,D,NSG5,TPJ,SR,CUDDALORE,TAMIL NADU
Cuddalore port jn. (CUPJ),Cuddalore port jn.,CUPJ,E,NSG5,TPJ,SR,CUDDALORE,TAMIL NADU
Karaikal (KIK),Karaikal,KIK,E,NSG5,TPJ,SR,KARAIKAL,PUDUCHERRY
Lalgudi (LLI),Lalgudi,LLI,D,NSG5,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Mannargudi (MQ),Mannargudi,MQ,D,NSG5,TPJ,SR,THIRUVARUR,TAMIL NADU
Nagore (NCR),Nagore,NCR,D,NSG5,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Nidamangalam (NMJ),Nidamangalam,NMJ,D,NSG5,TPJ,SR,THIRUVARUR,TAMIL NADU
Papanasam (FLAG) (PML),Papanasam (FLAG),PML,E,NSG5,TPJ,SR,THANJAVUR,TAMIL NADU
Sirkazhi (SY),Sirkazhi,SY,D,NSG5,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Srirangam (SRGM),Srirangam,SRGM,D,NSG5,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Thirukkovilur (TRK),Thirukkovilur,TRK,E,NSG5,TPJ,SR,VILLUPURAM,TAMIL NADU
Thiruvarur jn. (TVR),Thiruvarur jn.,TVR,D,NSG5,TPJ,SR,THIRUVARUR,TAMIL NADU
Tiruchchirappalli fort (TP),Tiruchchirappalli fort,TP,D,NSG5,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Tiruppadirippuliyur (TDPR),Tiruppadirippuliyur,TDPR,D,NSG5,TPJ,SR,CUDDALORE,TAMIL NADU
Tiruvannamalai (TNM),Tiruvannamalai,TNM,E,NSG5,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Tiruverumbur (TRB),Tiruverumbur,TRB,D,NSG5,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Velankanni (VLNK),Velankanni,VLNK,D,NSG5,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Vellore cantonment (VLR),Vellore cantonment,VLR,E,NSG5,TPJ,SR,VELLORE,TAMIL NADU
Vriddhachalam jn. (VRI),Vriddhachalam jn.,VRI,B,NSG5,TPJ,SR,CUDDALORE,TAMIL NADU
Adirampattinam (AMM),Adirampattinam,AMM,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Aduturai (ADT),Aduturai,ADT,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Agaram sibbandi (AGM),Agaram sibbandi,AGM,E,NSG6,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Agastiampalli (AGX),Agastiampalli,AGX,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Alakkudi (ALK),Alakkudi,ALK,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Alapakam (ALP),Alapakam,ALP,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Anandatandavapuram (ANP),Anandatandavapuram,ANP,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Arantangi (ATQ),Arantangi,ATQ,E,NSG6,TPJ,SR,PUDUKKOTTAI,TAMIL NADU
Arni road (ARV),Arni road,ARV,E,NSG6,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Ayingudi (AYI),Ayingudi,AYI,E,NSG6,TPJ,SR,PUDUKKOTTAI,TAMIL NADU
Budalur (BAL),Budalur,BAL,D,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Chinnababu samudram (CBU),Chinnababu samudram,CBU,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Ichchangadu (ICG),Ichchangadu,ICG,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Kallagam (KLGM),Kallagam,KLGM,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Kallakkudi palanganatham (KKPM),Kallakkudi palanganatham,KKPM,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Kandambakkam (KDMD),Kandambakkam,KDMD,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Kaniyambadi (KNB),Kaniyambadi,KNB,E,NSG6,TPJ,SR,VELLORE,TAMIL NADU
Kannamangalam (KMM),Kannamangalam,KMM,E,NSG6,TPJ,SR,VELLORE,TAMIL NADU
Kille (KII),Kille,KII,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Kizhvelur (KVL),Kizhvelur,KVL,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Kollidam (CLN),Kollidam,CLN,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Koradacheri (KDE),Koradacheri,KDE,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
kULIKARAI (KU),kULIKARAI,KU,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Kurinjipadi (KJPD),Kurinjipadi,KJPD,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Kutralam (KTM),Kutralam,KTM,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Mambalapattu (MMP),Mambalapattu,MMP,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Mathur (MTUR),Mathur,MTUR,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Melpattambakkam (MBU),Melpattambakkam,MBU,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Nannilam (NNM),Nannilam,NNM,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Nellikuppam (NPM),Nellikuppam,NPM,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Neyveli (NVL),Neyveli,NVL,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Ottakovil (OTK),Ottakovil,OTK,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Pandaravadai (PDV),Pandaravadai,PDV,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Panruti (PRT),Panruti,PRT,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Parikkal (PRKL),Parikkal,PRKL,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Pattukottai (PKT),Pattukottai,PKT,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Pennadam (FLAG) (PNDM),Pennadam (FLAG),PNDM,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Peralam . (PEM),Peralam .,PEM,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Peravuruni (PVI),Peravuruni,PVI,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Periyakottai (PYK),Periyakottai,PYK,-,NSG6,TPJ,SR,SIVAGANGA,TAMIL NADU
Polur (PRL),Polur,PRL,E,NSG6,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Ponmalai (golden rock) (GOC),Ponmalai (golden rock),GOC,E,NSG6,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Puduchattiram (PUC),Puduchattiram,PUC,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Pullambadi (PMB),Pullambadi,PMB,E,NSG6,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Puvanur (PVN),Puvanur,PVN,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Saliyamangalam (SMM),Saliyamangalam,SMM,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Sendurai (SNDI),Sendurai,SNDI,E,NSG6,TPJ,SR,ARIYALUR,TAMIL NADU
Serndanur (SXR),Serndanur,SXR,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Sillakkudi (SLTH),Sillakkudi,SLTH,E,NSG6,TPJ,SR,PERAMBALUR,TAMIL NADU
Solagampatti (SGM),Solagampatti,SGM,E,NSG6,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Sundaraperumal Koil (SPL),Sundaraperumal Koil,SPL,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Talanallur (TLNR),Talanallur,TLNR,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Tandarai (TNI),Tandarai,TNI,E,NSG6,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Thiruthuraiyur (TUY),Thiruthuraiyur,TUY,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Tillaivilagam (TAM),Tillaivilagam,TAM,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Tiruchchirappalli town (TPTN),Tiruchchirappalli town,TPTN,E,NSG6,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Tirunelikkaval (TNK),Tirunelikkaval,TNK,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Tiruturaipundi jn. (TTP),Tiruturaipundi jn.,TTP,E,NSG6,TPJ,SR,THIRUVARUR,TAMIL NADU
Tiruvennainallur road (TVNL),Tiruvennainallur road,TVNL,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Titte (TT),Titte,TT,E,NSG6,TPJ,SR,THANJAVUR,TAMIL NADU
Turinjapuram (TJM),Turinjapuram,TJM,E,NSG6,TPJ,SR,TIRUVANNAMALAI,TAMIL NADU
Ulundurpet (ULU),Ulundurpet,ULU,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
Uttangal mangalam (UMG),Uttangal mangalam,UMG,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Vadalur (VLU),Vadalur,VLU,E,NSG6,TPJ,SR,CUDDALORE,TAMIL NADU
Vaithisvarankoil (VDL),Vaithisvarankoil,VDL,E,NSG6,TPJ,SR,NAGAPATTINAM,TAMIL NADU
Valadi (VLDE),Valadi,VLDE,E,NSG6,TPJ,SR,TIRUCHIRAPPALLI,TAMIL NADU
Venkatesapuram (VKM),Venkatesapuram,VKM,E,NSG6,TPJ,SR,VILLUPURAM,TAMIL NADU
KAVALANDE H (KVE),KAVALANDE H,KVE,NA,HG1,MYS,SWR,MYSURU,KARNATAKA
ARALAGUPPE H (ARGP),ARALAGUPPE H,ARGP,F,HG2,MYS,SWR,TUMAKURU,KARNATAKA
ARJUNAHALLI H (ARNH),ARJUNAHALLI H,ARNH,HA,HG2,MYS,SWR,MYSURU,KARNATAKA
BADANAGUPPE H (BDGP),BADANAGUPPE H,BDGP,NA,HG2,MYS,SWR,CHAMARAJANAGARA,KARNATAKA
BANA SHANKARI H (BNK),BANA SHANKARI H,BNK,F,HG2,MYS,SWR,TUMAKURU,KARNATAKA
BIRAHALLI H (BRBL),BIRAHALLI H,BRBL,F,HG2,MYS,SWR,MANDYA,KARNATAKA
CHINNADAGUDIHUNDI H (CGHD),CHINNADAGUDIHUNDI H,CGHD,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
DORNAHALLI (DOY),DORNAHALLI,DOY,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
HAMPAPURA (HPA),HAMPAPURA,HPA,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
KONANUR H (KRNU),KONANUR H,KRNU,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
KRISHNARAJASAGARA (KJS),KRISHNARAJASAGARA,KJS,F,HG2,MYS,SWR,MANDYA,KARNATAKA
NARASAMBUDHI H (NBU),NARASAMBUDHI H,NBU,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
SHIVAMOGGA H. (SME),SHIVAMOGGA H.,SME,F,HG2,MYS,SWR,SHIVAMOGGA,KARNATAKA
SHRI SHARADA NAGAR (SSNH),SHRI SHARADA NAGAR,SSNH,NA,HG2,MYS,SWR,TUMAKURU,KARNATAKA
SRAVANUR H (SRVN),SRAVANUR H,SRVN,F,HG2,MYS,SWR,HASSAN,KARNATAKA
SUJATAPURAM H (SJPM),SUJATAPURAM H,SJPM,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
TANDAVAPURA H (TXM),TANDAVAPURA H,TXM,NA,HG2,MYS,SWR,MYSURU,KARNATAKA
ADDERI H (AEX),ADDERI H,AEX,F,HG3,MYS,SWR,SHIVAMOGGA,KARNATAKA
ADIHALLI (ADHL),ADIHALLI,ADHL,E,HG3,MYS,SWR,HASSAN,KARNATAKA
ANNECHAKANAHALLI H (ANC),ANNECHAKANAHALLI H,ANC,F,HG3,MYS,SWR,HASSAN,KARNATAKA
ARABAGATTA HALT (ABGT),ARABAGATTA HALT,ABGT,F,HG3,MYS,SWR,CHITRADURGA,KARNATAKA
ARASALU H (ARU),ARASALU H,ARU,F,HG3,MYS,SWR,SHIVAMOGGA,KARNATAKA
BAJAKARE H (BAJE),BAJAKARE H,BAJE,F,HG3,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
BETTADNAGENHALLI H (BTGH),BETTADNAGENHALLI H,BTGH,F,HG3,MYS,SWR,CHITRADURGA,KARNATAKA
BISALEHALLI (BLHI),BISALEHALLI,BLHI,NA,HG3,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
CHANDRAGIRI KOPPAL H (CGKR),CHANDRAGIRI KOPPAL H,CGKR,HALT,HG3,MYS,SWR,MANDYA,KARNATAKA
CHIKKANDAWADI H (CKVD),CHIKKANDAWADI H,CKVD,F,HG3,MYS,SWR,CHITRADURGA,KARNATAKA
HANUMANAHALI H (HNH),HANUMANAHALI H,HNH,F,HG3,MYS,SWR,DAVANGERE,KARNATAKA
HARNAHALLI H (HNHL),HARNAHALLI H,HNHL,F,HG3,MYS,SWR,DAVANGERE,KARNATAKA
KALLUR YEDAHALLI H (KLYH),KALLUR YEDAHALLI H,KLYH,F,HG3,MYS,SWR,MYSURU,KARNATAKA
KANIURU H (KNYR),KANIURU H,KNYR,F,HG3,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
KANIVEHALLI (KNVH),KANIVEHALLI,KNVH,F,HG3,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
KENCHANALU H (KCLA),KENCHANALU H,KCLA,F,HG3,MYS,SWR,SHIVAMOGGA,KARNATAKA
KODIMBALA H (KDBA),KODIMBALA H,KDBA,F,HG3,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
KONAGAVALLI H (KGVE),KONAGAVALLI H,KGVE,NA,HG3,MYS,SWR,SHIVAMOGGA,KARNATAKA
KORANAHALLI H (KRNH),KORANAHALLI H,KRNH,A,HG3,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
MARIYAL G VADI (MRLA),MARIYAL G VADI,MRLA,F,HG3,MYS,SWR,CHAMARAJANAGARA,KARNATAKA
NULENURU H (NLNR),NULENURU H,NLNR,HA,HG3,MYS,SWR,CHITRADURGA,KARNATAKA
ALUR (ALUR),ALUR,ALUR,F,"Not Opened
for Traffic",MYS,SWR,HASSAN,KARNATAKA
BELLENAHALLI (BNHL),BELLENAHALLI,BNHL,E,"Not Opened
for Traffic",MYS,SWR,CHIKKAMAGALURU,KARNATAKA
DONIGAL (DOGL),DONIGAL,DOGL,E,"Not Opened
for Traffic",MYS,SWR,HASSAN,KARNATAKA
KORAVANGALA (KRVL),KORAVANGALA,KRVL,NA,"Not Opened
for Traffic",MYS,SWR,HASSAN,KARNATAKA
SHRIVAGILU (SVGL),SHRIVAGILU,SVGL,E,"Not Opened
for traffic",MYS,SWR,DAKSHINA KANNADA,KARNATAKA
YEDAKUMERI (YDK),YEDAKUMERI,YDK,E,"Not opened
for Traffic",MYS,SWR,HASSAN,KARNATAKA
MYSURU JN. (MYS),MYSURU JN.,MYS,A,NSG2,MYS,SWR,MYSURU,KARNATAKA
DAVANGERE (DVG),DAVANGERE,DVG,A,NSG3,MYS,SWR,DAVANGERE,KARNATAKA
ARSIKERE JN. (ASK),ARSIKERE JN.,ASK,B,NSG4,MYS,SWR,HASSAN,KARNATAKA
BIRUR JN. (RRB),BIRUR JN.,RRB,B,NSG4,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
CHAMARAJANAGAR (CMNR),CHAMARAJANAGAR,CMNR,D,NSG4,MYS,SWR,CHAMARAJANAGARA,KARNATAKA
HARIHAR (HRR),HARIHAR,HRR,B,NSG4,MYS,SWR,DAVANGERE,KARNATAKA
HASSAN (HAS),HASSAN,HAS,B,NSG4,MYS,SWR,HASSAN,KARNATAKA
NANAJANGUD TOWN (NTW),NANAJANGUD TOWN,NTW,NA,NSG4,MYS,SWR,MYSURU,KARNATAKA
SAGAR-JAMBAGARU (SRF),SAGAR-JAMBAGARU,SRF,E,NSG4,MYS,SWR,SHIVAMOGGA,KARNATAKA
SHIVAMOGGA TOWN (SMET),SHIVAMOGGA TOWN,SMET,A,NSG4,MYS,SWR,SHIVAMOGGA,KARNATAKA
SHRIRANGAPATTANA (S),SHRIRANGAPATTANA,S,D,NSG4,MYS,SWR,MANDYA,KARNATAKA
SUBRAHMANYA ROAD (SBHR),SUBRAHMANYA ROAD,SBHR,D,NSG4,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
BHADRAVATI (BDVT),BHADRAVATI,BDVT,B,NSG5,MYS,SWR,SHIVAMOGGA,KARNATAKA
CHAMARAJAPURAM (CMJ),CHAMARAJAPURAM,CMJ,NA,NSG5,MYS,SWR,MYSURU,KARNATAKA
CHIKJAJUR JN. (JRU),CHIKJAJUR JN.,JRU,D,NSG5,MYS,SWR,CHITRADURGA,KARNATAKA
CHIKKAMAGALURU (CMGR),CHIKKAMAGALURU,CMGR,E,NSG5,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
CHITRADURG (CTA),CHITRADURG,CTA,D,NSG5,MYS,SWR,CHITRADURGA,KARNATAKA
HOLE NARSIPUR (HLN),HOLE NARSIPUR,HLN,NA,NSG5,MYS,SWR,HASSAN,KARNATAKA
KABAKAPUTTUR (KBPR),KABAKAPUTTUR,KBPR,NA,NSG5,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
KADUR (DRU),KADUR,DRU,D,NSG5,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
KRISHNARAJANAGAR (KRNR),KRISHNARAJANAGAR,KRNR,NA,NSG5,MYS,SWR,MYSURU,KARNATAKA
MMAILARA HAVERI (HVR),MMAILARA HAVERI,HVR,B,NSG5,MYS,SWR,HAVERI,KARNATAKA
PANDAVAPURA (PANP),PANDAVAPURA,PANP,D,NSG5,MYS,SWR,MANDYA,KARNATAKA
RANIBENNUR (RNR),RANIBENNUR,RNR,D,NSG5,MYS,SWR,HAVERI,KARNATAKA
TALGUPPA (TLGP),TALGUPPA,TLGP,E,NSG5,MYS,SWR,SHIVAMOGGA,KARNATAKA
TARIKERE (TKE),TARIKERE,TKE,D,NSG5,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
TIPTUR (TTR),TIPTUR,TTR,D,NSG5,MYS,SWR,TUMAKURU,KARNATAKA
AJJAMPUR (AJP),AJJAMPUR,AJP,E,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
AKKIHEBBALU (AKK),AKKIHEBBALU,AKK,E,NSG6,MYS,SWR,MANDYA,KARNATAKA
AMARAVATHI CLNY (AVC),AMARAVATHI CLNY,AVC,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
AMMASANDRA (AMSA),AMMASANDRA,AMSA,E,NSG6,MYS,SWR,TUMAKURU,KARNATAKA
AMRITAPURA (AMC),AMRITAPURA,AMC,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
ANANDAPURAM H (ANF),ANANDAPURAM H,ANF,E,NSG6,MYS,SWR,SHIVAMOGGA,KARNATAKA
ASHOKAPURAM (AP),ASHOKAPURAM,AP,E,NSG6,MYS,SWR,MYSURU,KARNATAKA
BAGESHAPURA (BGPA),BAGESHAPURA,BGPA,E,NSG6,MYS,SWR,HASSAN,KARNATAKA
BALENAHALLI (BAHI),BALENAHALLI,BAHI,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
BALLEKERE H. (BLKR),BALLEKERE H.,BLKR,E,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
BANASANDRA (BSN),BANASANDRA,BSN,E,NSG6,MYS,SWR,TUMAKURU,KARNATAKA
BANAVAR (BVR),BANAVAR,BVR,E,NSG6,MYS,SWR,HASSAN,KARNATAKA
BANTAWALA (BNTL),BANTAWALA,BNTL,E,NSG6,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
BELAGULA (BLGA),BELAGULA,BLGA,E,NSG6,MYS,SWR,MANDYA,KARNATAKA
BENNEHALLI (BEHI),BENNEHALLI,BEHI,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
BOMMAGUNDANAKERE (BOMN),BOMMAGUNDANAKERE,BOMN,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
BYADGI (BYD),BYADGI,BYD,NA,NSG6,MYS,SWR,HAVERI,KARNATAKA
BYADRAHALLI (BDRL),BYADRAHALLI,BDRL,E,NSG6,MYS,SWR,BENGALURU URBAN,KARNATAKA
CHALGERI (CLI),CHALGERI,CLI,E,NSG6,MYS,SWR,HAVERI,KARNATAKA
CHALLAKERE (CHKE),CHALLAKERE,CHKE,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
DEVANUR (VNR),DEVANUR,VNR,NA,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
DEVARGUDDA (DAD),DEVARGUDDA,DAD,E,NSG6,MYS,SWR,HAVERI,KARNATAKA
HABANGHATTA (HHT),HABANGHATTA,HHT,E,NSG6,MYS,SWR,HASSAN,KARNATAKA
HALIYURU H (HLV),HALIYURU H,HLV,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
HARAPANAHALLI (HPHI),HARAPANAHALLI,HPHI,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
HOLALKERE (HLK),HOLALKERE,HLK,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
HONNAVALLI ROAD (HVL),HONNAVALLI ROAD,HVL,E,NSG6,MYS,SWR,TUMAKURU,KARNATAKA
HOSA AGRAHARA (HAH),HOSA AGRAHARA,HAH,NA,NSG6,MYS,SWR,MYSURU,KARNATAKA
HOSADURGA ROAD (HSD),HOSADURGA ROAD,HSD,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
KADAKOLA (KDO),KADAKOLA,KDO,NA,NSG6,MYS,SWR,MYSURU,KARNATAKA
KARDI (RDI),KARDI,RDI,NA,NSG6,MYS,SWR,TUMAKURU,KARNATAKA
KODAGANUR (KAG),KODAGANUR,KAG,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
KUMSI H (KMSI),KUMSI H,KMSI,E,NSG6,MYS,SWR,SHIVAMOGGA,KARNATAKA
MANDAGERE (MGF),MANDAGERE,MGF,E,NSG6,MYS,SWR,MANDYA,KARNATAKA
MASARAHALLI (MSS),MASARAHALLI,MSS,E,NSG6,MYS,SWR,SHIVAMOGGA,KARNATAKA
MAVINKERE (MVC),MAVINKERE,MVC,E,NSG6,MYS,SWR,HASSAN,KARNATAKA
MAYAKONDA (MYK),MAYAKONDA,MYK,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
MOLAKALMURU (MOMU),MOLAKALMURU,MOMU,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
NAGANAHALLI (NHY),NAGANAHALLI,NHY,E,NSG6,MYS,SWR,MANDYA,KARNATAKA
NAGAVANGALA (NVF),NAGAVANGALA,NVF,NA,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
NARIMOGARU (NRJ),NARIMOGARU,NRJ,E,NSG6,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
NERALAKATTE H (NRF),NERALAKATTE H,NRF,E,NSG6,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
RAMAGIRI (RGI),RAMAGIRI,RGI,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
SAGARAKATTE (STE),SAGARAKATTE,STE,E,NSG6,MYS,SWR,MYSURU,KARNATAKA
SAKHARAYAPATNA (SHYP),SAKHARAYAPATNA,SHYP,E,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
SAKLESHPUR (SKLR),SAKLESHPUR,SKLR,E,NSG6,MYS,SWR,HASSAN,KARNATAKA
SASALU (SLU),SASALU,SLU,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
SHIVANI (SHV),SHIVANI,SHV,E,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
SIVAPUR (SPV),SIVAPUR,SPV,E,NSG6,MYS,SWR,CHIKKAMAGALURU,KARNATAKA
TALAKU (THKU),TALAKU,THKU,E,NSG6,MYS,SWR,CHITRADURGA,KARNATAKA
TELIGI (TLGI),TELIGI,TLGI,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
TOLAHUNSE (THN),TOLAHUNSE,THN,E,NSG6,MYS,SWR,DAVANGERE,KARNATAKA
YEDAMANGALA H (YDM),YEDAMANGALA H,YDM,E,NSG6,MYS,SWR,DAKSHINA KANNADA,KARNATAKA
BELANDUR ROAD HALT (BLRR),BELANDUR ROAD HALT,BLRR,F,HG2,SBC,SWR,BENGALURU RURAL,KARNATAKA
BEML NAGAR HALT (BEML),BEML NAGAR HALT,BEML,F,HG2,SBC,SWR,KOLAR,KARNATAKA
"BHAIRANAYAKANA HALLI
HALT (BNKH)","BHAIRANAYAKANA HALLI
HALT",BNKH,F,HG2,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
DOBBESPET HALT (DBS),DOBBESPET HALT,DBS,F,HG2,SBC,SWR,CHIKKABALLAPURA,KARNATAKA
HEGGERE HALT (HEI),HEGGERE HALT,HEI,F,HG2,SBC,SWR,TUMAKURU,KARNATAKA
HOODI HALT (HDIH),HOODI HALT,HDIH,F,HG2,SBC,SWR,BENGALURU URBAN,KARNATAKA
JNANABHARATHI HALT (GNB),JNANABHARATHI HALT,GNB,F,HG2,SBC,SWR,BENGALURU RURAL,KARNATAKA
KODIGEHALLI HALT (KDGH),KODIGEHALLI HALT,KDGH,F,HG2,SBC,SWR,BENGALURU RURAL,KARNATAKA
KRISHNADEVARAYA HALT (KNDV),KRISHNADEVARAYA HALT,KNDV,F,HG2,SBC,SWR,BENGALURU RURAL,KARNATAKA
